alt_symbol,n_obs,beta,r_squared,kendall_tau,adf_statistic,adf_pvalue,adf_used_lags,adf_pass_5pct,kss_t_stat,kss_pass_10pct,kss_critical_10pct
ADA_USDT,43824,52163.63216703978,0.5862070020610954,0.29121642825192334,-0.8195114980550806,0.8133234216640887,53,False,-2.2909401055856446,True,-1.92
BCH_USDT,43824,132.5377639349161,0.8075779633293187,0.5559624547463811,-2.2392885840095884,0.19229611508714828,54,False,-5.953639663936683,True,-1.92
ETC_USDT,43824,1536.5016574400645,0.5594350999807292,0.00313543232346533,-1.8574446688663937,0.35233748880446303,55,False,-6.797595761798696,True,-1.92
ETH_USDT,43824,21.4756958018898,0.8738643215983498,0.5862048774043837,-1.3343921170282118,0.6132947430994443,52,False,-1.4946050176355368,False,-1.92
LINK_USDT,43824,3078.9827796774384,0.7581744893619267,0.42771807725852073,-1.5051149709061322,0.5309795354820314,54,False,-4.04504563458122,True,-1.92
LTC_USDT,43824,438.4527837691763,0.676519445592084,0.28459547865893803,-1.3289408302962278,0.615830063730932,53,False,-3.748960335382366,True,-1.92
XRP_USDT,43824,44696.380010573914,0.9005213827960987,0.6245537064034555,-2.7717969903659125,0.06241666465267245,55,False,-2.3971243411035936,True,-1.92
