rank,alt_symbol,kendall_tau,adf_pvalue,kss_t_stat,beta
1,XRP_USDT,0.6245537064034555,0.06241666465267245,-2.3971243411035936,44696.380010573914
2,BCH_USDT,0.5559624547463811,0.19229611508714828,-5.953639663936683,132.5377639349161
